OBJECTID,PROVIDER,LAT,LON,LOCATION_T,BORONAME
288,BPL,40.6292121,-74.01186967,Library,Brooklyn
289,QPL,40.74706242,-73.94424368,Library,Queens
290,BPL,40.63574128,-73.94762003,Library,Brooklyn
291,QPL,40.78624914,-73.84601328,Library,Queens
292,QPL,40.72214695,-73.843015,Library,Queens
293,NYPL,40.64178537,-74.07664577,Library,Staten Island
294,NYPL,40.84429267,-73.82788991,Library,Bronx
295,NYPL,40.88275976,-73.89392241,Library,Bronx
296,NYPL,40.82659193,-73.91758265,Library,Bronx
297,QPL,40.76375032,-73.80983348,Library,Queens
298,BPL,40.6948167,-73.92839867,Library,Brooklyn
299,BPL,40.59486152,-73.94112492,Library,Brooklyn
300,QPL,40.65996362,-73.73991101,Library,Queens
301,BPL,40.66515937,-73.88607054,Library,Brooklyn
302,NYPL,40.83126372,-73.90178898,Library,Bronx
303,QPL,40.73743414,-73.86165593,Library,Queens
304,BPL,40.60800935,-74.00337655,Library,Brooklyn
305,NYPL,40.81870935,-73.86288996,Library,Bronx
306,NYPL,40.85487778,-73.86414358,Library,Bronx
307,BPL,40.64863671,-73.93037392,Library,Brooklyn
308,QPL,40.75019609,-73.88506932,Library,Queens
309,NYPL,40.74451005,-73.99595972,Library,Manhattan
310,QPL,40.72731656,-73.86450283,Library,Queens
311,BPL,40.61630814,-74.01198852,Library,Brooklyn
312,BPL,40.68321352,-73.99801906,Library,Brooklyn
313,QPL,40.77375211,-73.79634319,Library,Queens
314,QPL,40.7577119,-73.8682003,Library,Queens
315,QPL,40.78853144,-73.81071656,Library,Queens
316,BPL,40.65326407,-73.88590905,Library,Brooklyn
317,QPL,40.71003456,-73.81945312,Library,Queens
318,NYPL,40.84604232,-73.89834026,Library,Bronx
319,NYPL,40.7289209,-73.98778373,Library,Manhattan
320,NYPL,40.84787004,-73.93386591,Library,Manhattan
321,BPL,40.64871697,-73.97675728,Library,Brooklyn
322,BPL,40.6944897,-73.97773263,Library,Brooklyn
323,BPL,40.62589331,-73.96031449,Library,Brooklyn
324,NYPL,40.77350699,-73.98454685,Library,Manhattan
325,BPL,40.68068711,-73.88723951,Library,Brooklyn
326,QPL,40.69477729,-73.73964257,Library,Queens
327,BPL,40.59054439,-73.97180845,Library,Brooklyn
328,QPL,40.77112552,-73.82691581,Library,Queens
329,QPL,40.75777407,-73.82888469,Library,Queens
330,QPL,40.73448626,-73.75568167,Library,Queens
331,NYPL,40.75685718,-73.97263247,Library,Manhattan
332,QPL,40.73303424,-73.80987988,Library,Queens
333,NYPL,40.88627338,-73.91467001,Library,Bronx
334,QPL,40.67695273,-73.74567356,Library,Queens
335,BPL,40.69162309,-73.9512835,Library,Brooklyn
336,QPL,40.74154357,-73.78227405,Library,Queens
337,BPL,40.57610775,-73.96677488,Library,Brooklyn
338,QPL,40.75754568,-73.78430296,Library,Queens
339,NYPL,40.8888949,-73.84083713,Library,Bronx
340,BPL,40.63362571,-74.02953835,Library,Brooklyn
341,BPL,40.69568256,-73.99134799,Library,Brooklyn
342,NYPL,40.78483464,-73.97745212,Library,Manhattan
343,QPL,40.77681701,-73.90941702,Library,Queens
344,QPL,40.75089408,-73.86197684,Library,Queens
345,NYPL,40.84110509,-73.84662166,Library,Bronx
346,NYPL,40.86572954,-73.92585331,Library,Manhattan
347,BPL,40.63888517,-73.98900778,Library,Brooklyn
348,QPL,40.74080878,-73.92166916,Library,Queens
349,QPL,40.72699537,-73.89310456,Library,Queens
350,NYPL,40.81377343,-73.95706391,Library,Manhattan
351,NYPL,40.77420291,-73.98445465,Library,Manhattan
352,NYPL,40.81482041,-73.94119767,Library,Manhattan
353,QPL,40.76242213,-73.87386663,Library,Queens
354,QPL,40.73515699,-73.71709897,Library,Queens
355,BPL,40.67152666,-73.90860343,Library,Brooklyn
356,BPL,40.66118931,-73.9481023,Library,Brooklyn
357,BPL,40.66848651,-73.93365085,Library,Brooklyn
358,QPL,40.7825312,-73.77700881,Library,Queens
359,NYPL,40.76491501,-73.95954995,Library,Manhattan
360,NYPL,40.77360582,-73.95640407,Library,Manhattan
361,QPL,40.58583941,-73.81606162,Library,Queens
362,NYPL,40.5340583,-74.19323686,Library,Staten Island
363,BPL,40.59265313,-73.9886821,Library,Brooklyn
364,QPL,40.72016843,-73.76230411,Library,Queens
365,BPL,40.6197682,-73.93321326,Library,Brooklyn
366,BPL,40.63569422,-73.97459471,Library,Brooklyn
367,NYPL,40.6095775,-74.14850245,Library,Staten Island
368,QPL,40.75924513,-73.73182668,Library,Queens
369,QPL,40.68031131,-73.79167861,Library,Queens
370,QPL,40.70257666,-73.87579711,Library,Queens
371,BPL,40.70693042,-73.95755461,Library,Brooklyn
372,BPL,40.61025667,-73.95310585,Library,Brooklyn
373,QPL,40.68690729,-73.8248297,Library,Queens
374,BPL,40.66821669,-73.98342743,Library,Brooklyn
375,NYPL,40.82999288,-73.8750206,Library,Bronx
376,QPL,40.76064312,-73.93647199,Library,Queens
377,QPL,40.74534171,-73.90979374,Library,Queens
378,QPL,40.72925295,-73.78190892,Library,Queens
379,BPL,40.70455906,-73.93961842,Library,Brooklyn
380,NYPL,40.82064156,-73.90462886,Library,Bronx
381,QPL,40.66380446,-73.84179686,Library,Queens
382,NYPL,40.7481247,-73.9830631,Library,Manhattan
383,NYPL,40.76125337,-73.95016589,Library,Manhattan
384,NYPL,40.82660923,-73.85018146,Library,Bronx
385,NYPL,40.82290357,-73.81909364,Library,Bronx
386,QPL,40.6728752,-73.77059022,Library,Queens
387,QPL,40.70517231,-73.90257238,Library,Queens
388,QPL,40.60477211,-73.75209189,Library,Queens
389,BPL,40.71364489,-73.94793571,Library,Brooklyn
390,QPL,40.69554015,-73.79022739,Library,Queens
391,BPL,40.61591608,-73.97604049,Library,Brooklyn
392,BPL,40.61637311,-74.03136941,Library,Brooklyn
393,QPL,40.60073211,-73.82005266,Library,Queens
394,NYPL,40.56653015,-74.13853388,Library,Staten Island
395,NYPL,40.75318405,-73.9821581,Library,Manhattan
396,NYPL,40.72998291,-74.00533101,Library,Manhattan
397,QPL,40.67477693,-73.80926182,Library,Queens
398,QPL,40.71118563,-73.85367278,Library,Queens
399,NYPL,40.73460553,-73.99916928,Library,Manhattan
400,QPL,40.68086185,-73.84648873,Library,Queens
401,BPL,40.66445379,-73.90522231,Library,Brooklyn
402,BPL,40.64080355,-73.96596508,Library,Brooklyn
403,QPL,40.70076527,-73.83162542,Library,Queens
404,NYPL,40.73808712,-73.98204889,Library,Manhattan
405,NYPL,40.71445646,-73.98853727,Library,Manhattan
406,BPL,40.6830049,-73.93480547,Library,Brooklyn
407,NYPL,40.81468863,-73.94095299,Library,Manhattan
408,NYPL,40.84400191,-73.91008714,Library,Bronx
409,BPL,40.63263699,-73.91998488,Library,Brooklyn
410,NYPL,40.8701397,-73.84506428,Library,Bronx
411,NYPL,40.57193185,-74.11195815,Library,Staten Island
412,NYPL,40.89108507,-73.85958124,Library,Bronx
413,BPL,40.61986842,-73.91702121,Library,Brooklyn
414,NYPL,40.63450894,-74.11482187,Library,Staten Island
415,NYPL,40.74382263,-73.97990765,Library,Manhattan
416,NYPL,40.74046546,-73.99335691,Library,Manhattan
417,NYPL,40.86903939,-73.90119379,Library,Bronx
418,QPL,40.75852927,-73.91862332,Library,Queens
419,QPL,40.70596209,-73.79440753,Library,Queens
420,NYPL,40.55242326,-74.15111164,Library,Staten Island
421,NYPL,40.71360652,-74.00786167,Library,Manhattan
422,NYPL,40.71939728,-73.9796056,Library,Manhattan
423,NYPL,40.8186874,-73.89413564,Library,Bronx
424,NYPL,40.86680443,-73.86322248,Library,Bronx
425,QPL,40.76012558,-73.76836198,Library,Queens
426,QPL,40.57939087,-73.8377356,Library,Queens
427,BPL,40.57663778,-73.98606199,Library,Brooklyn
428,NYPL,40.82656708,-73.93593959,Library,Manhattan
429,QPL,40.75780343,-73.9393093,Library,Queens
430,NYPL,40.86298061,-73.89450289,Library,Bronx
431,NYPL,40.84802911,-73.85695785,Library,Bronx
432,NYPL,40.72409636,-73.99569899,Library,Manhattan
433,NYPL,40.75406788,-73.97356772,Library,Manhattan
434,Manhattan Down Alliance,40.7041016,-74.0076981,Outdoor,Manhattan
435,Manhattan Down Alliance,40.7036018,-74.0074997,Outdoor,Manhattan
436,Manhattan Down Alliance,40.7033997,-74.0084,Outdoor,Manhattan
437,Manhattan Down Alliance,40.7041016,-74.009201,Outdoor,Manhattan
438,Manhattan Down Alliance,40.7033005,-74.0093002,Outdoor,Manhattan
439,Manhattan Down Alliance,40.7028999,-74.0095978,Outdoor,Manhattan
440,Manhattan Down Alliance,40.7028008,-74.0094986,Outdoor,Manhattan
441,Manhattan Down Alliance,40.7030983,-74.0106964,Outdoor,Manhattan
442,Manhattan Down Alliance,40.702301,-74.0126038,Outdoor,Manhattan
443,Manhattan Down Alliance,40.7019005,-74.0124969,Outdoor,Manhattan
444,Manhattan Down Alliance,40.7015991,-74.0093002,Outdoor,Manhattan
445,Manhattan Down Alliance,40.705101,-74.0139999,Outdoor,Manhattan
446,Manhattan Down Alliance,40.705101,-74.0139008,Outdoor,Manhattan
447,Manhattan Down Alliance,40.7041016,-74.0105972,Outdoor,Manhattan
448,Manhattan Down Alliance,40.7038994,-74.0103989,Outdoor,Manhattan
449,Manhattan Down Alliance,40.7043991,-74.0101013,Outdoor,Manhattan
450,Manhattan Down Alliance,40.7042999,-74.0102005,Outdoor,Manhattan
451,Manhattan Down Alliance,40.707901,-74.0121994,Outdoor,Manhattan
452,Manhattan Down Alliance,40.7086983,-74.0130997,Outdoor,Manhattan
453,Manhattan Down Alliance,40.7130013,-74.0118027,Outdoor,Manhattan
454,Manhattan Down Alliance,40.7132988,-74.0118027,Outdoor,Manhattan
455,Manhattan Down Alliance,40.7081985,-74.0121002,Outdoor,Manhattan
456,Manhattan Down Alliance,40.7080994,-74.0119019,Outdoor,Manhattan
457,Manhattan Down Alliance,40.7080002,-74.0118027,Outdoor,Manhattan
458,SPECTRUM,40.618237,-74.107213,Indoor,Staten Island
459,SPECTRUM,40.618237,-74.107213,Indoor,Staten Island
460,SPECTRUM,40.618237,-74.107213,Indoor,Staten Island
461,SPECTRUM,40.677193,-74.008723,Outdoor,Brooklyn
462,Harlem,40.801846,-73.945137,Outdoor,Manhattan
463,Harlem,40.805974,-73.941244,Outdoor,Manhattan
464,Harlem,40.805971,-73.940566,Outdoor,Manhattan
465,Harlem,40.815347,-73.947576,Outdoor,Manhattan
466,Harlem,40.811568,-73.946537,Outdoor,Manhattan
467,Harlem,40.806297,-73.943912,Outdoor,Manhattan
468,Harlem,40.811684,-73.950042,Outdoor,Manhattan
469,Harlem,40.815936,-73.942971,Outdoor,Manhattan
470,Harlem,40.812181,-73.937834,Outdoor,Manhattan
471,Harlem,40.80349,-73.956094,Outdoor,Manhattan
472,Harlem,40.812186,-73.947955,Outdoor,Manhattan
473,Harlem,40.812598,-73.946296,Outdoor,Manhattan
474,Harlem,40.805058,-73.947815,Outdoor,Manhattan
475,Harlem,40.805228,-73.947675,Outdoor,Manhattan
476,Harlem,40.804279,-73.952533,Outdoor,Manhattan
477,Harlem,40.806858,-73.949726,Outdoor,Manhattan
478,Harlem,40.801137,-73.953778,Outdoor,Manhattan
479,Harlem,40.806016,-73.9524,Outdoor,Manhattan
480,Harlem,40.805429,-73.942537,Outdoor,Manhattan
481,Harlem,40.800479,-73.944696,Outdoor,Manhattan
482,Harlem,40.798728,-73.945598,Outdoor,Manhattan
483,Harlem,40.797893,-73.948786,Outdoor,Manhattan
484,Harlem,40.801527,-73.952822,Outdoor,Manhattan
485,Harlem,40.805393,-73.953661,Outdoor,Manhattan
486,Harlem,40.802337,-73.956706,Outdoor,Manhattan
487,Harlem,40.809398,-73.939561,Outdoor,Manhattan
488,Harlem,40.808843,-73.950495,Outdoor,Manhattan
489,Harlem,40.806412,-73.952662,Outdoor,Manhattan
490,Harlem,40.805584,-73.950536,Outdoor,Manhattan
491,Harlem,40.81277,-73.93765,Outdoor,Manhattan
492,Harlem,40.80623,-73.953922,Outdoor,Manhattan
493,Harlem,40.805791,-73.954438,Outdoor,Manhattan
494,Harlem,40.804269,-73.955388,Outdoor,Manhattan
495,Harlem,40.801294,-73.957722,Outdoor,Manhattan
496,Harlem,40.803087,-73.942356,Outdoor,Manhattan
497,Harlem,40.804242,-73.94178,Outdoor,Manhattan
498,Harlem,40.804958,-73.941374,Outdoor,Manhattan
499,Harlem,40.805624,-73.942812,Outdoor,Manhattan
500,Harlem,40.806569,-73.944977,Outdoor,Manhattan
501,Transit Wireless,40.755839,-74.001961,Subway Station,Manhattan
502,Transit Wireless,40.777925,-73.951753,Subway Station,Manhattan
1692,Harlem,40.808224,-73.940778,Outdoor,Manhattan
503,Transit Wireless,40.768775,-73.958386,Subway Station,Manhattan
504,Transit Wireless,40.759145,-73.95326,Subway Station,Manhattan
505,Transit Wireless,40.76463,-73.966115,Subway Station,Manhattan
506,Transit Wireless,40.784267,-73.947114,Subway Station,Manhattan
507,LinkNYC - Citybridge,40.757729,-73.969615,Outdoor Kiosk,Manhattan
508,LinkNYC - Citybridge,40.758993,-73.968727,Outdoor Kiosk,Manhattan
509,LinkNYC - Citybridge,40.759632,-73.967828,Outdoor Kiosk,Manhattan
510,LinkNYC - Citybridge,40.75961,-73.968242,Outdoor Kiosk,Manhattan
511,LinkNYC - Citybridge,40.760347,-73.967306,Outdoor Kiosk,Manhattan
512,LinkNYC - Citybridge,40.73347,-73.987384,Outdoor Kiosk,Manhattan
513,LinkNYC - Citybridge,40.731521,-73.982765,Outdoor Kiosk,Manhattan
514,LinkNYC - Citybridge,40.73296,-73.986173,Outdoor Kiosk,Manhattan
515,LinkNYC - Citybridge,40.735626,-73.985322,Outdoor Kiosk,Manhattan
516,LinkNYC - Citybridge,40.73196,-73.983802,Outdoor Kiosk,Manhattan
517,LinkNYC - Citybridge,40.736789,-73.984486,Outdoor Kiosk,Manhattan
518,LinkNYC - Citybridge,40.734031,-73.986488,Outdoor Kiosk,Manhattan
519,LinkNYC - Citybridge,40.760631,-73.968671,Outdoor Kiosk,Manhattan
520,LinkNYC - Citybridge,40.761101,-73.967084,Outdoor Kiosk,Manhattan
521,City Tech,40.696027,-73.988456,Outdoor,Brooklyn
522,City Tech,40.695921,-73.988118,Outdoor,Brooklyn
523,City Tech,40.695902,-73.987394,Outdoor,Brooklyn
524,City Tech,40.69511,-73.988482,Outdoor,Brooklyn
525,City Tech,40.69511,-73.988482,Outdoor,Brooklyn
526,City Tech,40.695902,-73.987394,Outdoor,Brooklyn
527,City Tech,40.696027,-73.988456,Outdoor,Brooklyn
528,City Tech,40.695038,-73.987331,Outdoor,Brooklyn
529,LinkNYC - Citybridge,40.760005,-73.967568,Outdoor Kiosk,Manhattan
530,LinkNYC - Citybridge,40.750966,-73.974148,Outdoor Kiosk,Manhattan
531,LinkNYC - Citybridge,40.736426,-73.98475,Outdoor Kiosk,Manhattan
532,LinkNYC - Citybridge,40.743876,-73.979316,Outdoor Kiosk,Manhattan
533,LinkNYC - Citybridge,40.746217,-73.977614,Outdoor Kiosk,Manhattan
534,LinkNYC - Citybridge,40.756505,-73.970111,Outdoor Kiosk,Manhattan
535,LinkNYC - Citybridge,40.754092,-73.97218,Outdoor Kiosk,Manhattan
536,LinkNYC - Citybridge,40.756911,-73.969816,Outdoor Kiosk,Manhattan
537,LinkNYC - Citybridge,40.760644,-73.967101,Outdoor Kiosk,Manhattan
538,LinkNYC - Citybridge,40.735348,-73.985846,Outdoor Kiosk,Manhattan
539,City Tech,40.695107,-73.988105,Outdoor,Brooklyn
540,City Tech,40.695088,-73.987671,Outdoor,Brooklyn
541,NYCHA,40.693701,-73.982195,Outdoor,Brooklyn
542,NYCHA,40.693862,-73.982906,Outdoor,Brooklyn
543,NYCHA,40.693727,-73.982909,Outdoor,Brooklyn
544,NYCHA,40.693859,-73.982476,Outdoor,Brooklyn
545,NYCHA,40.693833,-73.982192,Outdoor,Brooklyn
546,NYCHA,40.694893,-73.98118,Outdoor,Brooklyn
547,NYCHA,40.694555,-73.981679,Outdoor,Brooklyn
548,NYCHA,40.695317,-73.981155,Outdoor,Brooklyn
549,NYCHA,40.695544,-73.981648,Outdoor,Brooklyn
550,NYCHA,40.69567,-73.979752,Outdoor,Brooklyn
551,NYCHA,40.695295,-73.980103,Outdoor,Brooklyn
552,SPECTRUM,40.672583,-74.005544,Outdoor TWC Aerial,Brooklyn
553,SPECTRUM,40.673349,-74.008235,Outdoor TWC Aerial,Brooklyn
554,SPECTRUM,40.673031,-74.00485,Outdoor TWC Aerial,Brooklyn
555,SPECTRUM,40.672969,-74.006915,Outdoor TWC Aerial,Brooklyn
556,SPECTRUM,40.672214,-74.004145,Outdoor TWC Aerial,Brooklyn
557,SPECTRUM,40.671167,-74.003688,Outdoor TWC Aerial,Brooklyn
558,SPECTRUM,40.672356,-74.004046,Indoor,Brooklyn
559,SPECTRUM,40.672413,-74.004303,Indoor,Brooklyn
560,SPECTRUM,40.672289,-74.003744,Indoor,Brooklyn
561,SPECTRUM,40.672515,-74.004648,Indoor,Brooklyn
562,SPECTRUM,40.672413,-74.004303,Indoor,Brooklyn
563,SPECTRUM,40.773542,-73.981774,Outdoor,Manhattan
564,SPECTRUM,40.586556,-73.799894,Outdoor,Queens
565,SPECTRUM,40.586541,-73.799973,Outdoor,Queens
566,SPECTRUM,40.584669,-73.811051,Outdoor,Queens
567,SPECTRUM,40.584551,-73.811003,Outdoor,Queens
568,SPECTRUM,40.584614,-73.810694,Outdoor,Queens
569,SPECTRUM,40.584727,-73.810683,Outdoor,Queens
570,SPECTRUM,40.58305,-73.817686,Outdoor,Queens
571,SPECTRUM,40.582914,-73.817877,Outdoor,Queens
572,SPECTRUM,40.582824,-73.817578,Outdoor,Queens
573,SPECTRUM,40.582957,-73.817185,Outdoor,Queens
574,SPECTRUM,40.583099,-73.816689,Outdoor,Queens
575,SPECTRUM,40.580559,-73.826296,Outdoor,Queens
576,SPECTRUM,40.580467,-73.826272,Outdoor,Queens
577,SPECTRUM,40.580555,-73.825958,Outdoor,Queens
578,SPECTRUM,40.580704,-73.825969,Outdoor,Queens
579,SPECTRUM,40.580352,-73.826621,Outdoor,Queens
580,Transit Wireless,40.680829,-73.975098,Subway Station,Brooklyn
581,Transit Wireless,40.734673,-73.989951,Subway Station,Manhattan
582,LinkNYC - Citybridge,40.655438,-74.00305,Outdoor Kiosk,Brooklyn
583,LinkNYC - Citybridge,40.654133,-74.004404,Outdoor Kiosk,Brooklyn
584,LinkNYC - Citybridge,40.657704,-74.000689,Outdoor Kiosk,Brooklyn
585,LinkNYC - Citybridge,40.662189,-73.996017,Outdoor Kiosk,Brooklyn
586,LinkNYC - Citybridge,40.664406,-73.993715,Outdoor Kiosk,Brooklyn
587,LinkNYC - Citybridge,40.658808,-73.999532,Outdoor Kiosk,Brooklyn
588,LinkNYC - Citybridge,40.656384,-74.002053,Outdoor Kiosk,Brooklyn
589,LinkNYC - Citybridge,40.670115,-73.950627,Outdoor Kiosk,Brooklyn
590,LinkNYC - Citybridge,40.670647,-73.950352,Outdoor Kiosk,Brooklyn
591,LinkNYC - Citybridge,40.670147,-73.950397,Outdoor Kiosk,Brooklyn
592,LinkNYC - Citybridge,40.676976,-73.949916,Outdoor Kiosk,Brooklyn
593,LinkNYC - Citybridge,40.674266,-73.950234,Outdoor Kiosk,Brooklyn
594,LinkNYC - Citybridge,40.673527,-73.950078,Outdoor Kiosk,Brooklyn
595,LinkNYC - Citybridge,40.678268,-73.949798,Outdoor Kiosk,Brooklyn
596,LinkNYC - Citybridge,40.676752,-73.949935,Outdoor Kiosk,Brooklyn
597,LinkNYC - Citybridge,40.675965,-73.950008,Outdoor Kiosk,Brooklyn
598,LinkNYC - Citybridge,40.677504,-73.949697,Outdoor Kiosk,Brooklyn
599,LinkNYC - Citybridge,40.672114,-73.950214,Outdoor Kiosk,Brooklyn
600,LinkNYC - Citybridge,40.680426,-73.967999,Outdoor Kiosk,Brooklyn
601,LinkNYC - Citybridge,40.663827,-73.950775,Outdoor Kiosk,Brooklyn
602,LinkNYC - Citybridge,40.660852,-73.960581,Outdoor Kiosk,Brooklyn
603,LinkNYC - Citybridge,40.670318,-73.958172,Outdoor Kiosk,Brooklyn
604,LinkNYC - Citybridge,40.669652,-73.958261,Outdoor Kiosk,Brooklyn
605,LinkNYC - Citybridge,40.6688,-73.958717,Outdoor Kiosk,Brooklyn
769,Harlem,40.799435,-73.950994,Outdoor,Manhattan
606,LinkNYC - Citybridge,40.666203,-73.950913,Outdoor Kiosk,Brooklyn
607,LinkNYC - Citybridge,40.660732,-73.950727,Outdoor Kiosk,Brooklyn
608,LinkNYC - Citybridge,40.65774,-73.950407,Outdoor Kiosk,Brooklyn
609,LinkNYC - Citybridge,40.667346,-73.950809,Outdoor Kiosk,Brooklyn
610,LinkNYC - Citybridge,40.664166,-73.95092,Outdoor Kiosk,Brooklyn
611,LinkNYC - Citybridge,40.668156,-73.958801,Outdoor Kiosk,Brooklyn
612,LinkNYC - Citybridge,40.669167,-73.950502,Outdoor Kiosk,Brooklyn
613,LinkNYC - Citybridge,40.662438,-73.950605,Outdoor Kiosk,Brooklyn
614,LinkNYC - Citybridge,40.654704,-73.959568,Outdoor Kiosk,Brooklyn
615,LinkNYC - Citybridge,40.652457,-73.959115,Outdoor Kiosk,Brooklyn
616,LinkNYC - Citybridge,40.643941,-73.95799,Outdoor Kiosk,Brooklyn
617,LinkNYC - Citybridge,40.645231,-73.95814,Outdoor Kiosk,Brooklyn
618,LinkNYC - Citybridge,40.650029,-73.958502,Outdoor Kiosk,Brooklyn
619,LinkNYC - Citybridge,40.646179,-73.958203,Outdoor Kiosk,Brooklyn
620,LinkNYC - Citybridge,40.649115,-73.958291,Outdoor Kiosk,Brooklyn
621,LinkNYC - Citybridge,40.678354,-73.911008,Outdoor Kiosk,Brooklyn
622,LinkNYC - Citybridge,40.678312,-73.910253,Outdoor Kiosk,Brooklyn
623,LinkNYC - Citybridge,40.678036,-73.90762,Outdoor Kiosk,Brooklyn
624,LinkNYC - Citybridge,40.651027,-73.946513,Outdoor Kiosk,Brooklyn
625,LinkNYC - Citybridge,40.652771,-73.94987,Outdoor Kiosk,Brooklyn
626,LinkNYC - Citybridge,40.817926,-73.915262,Outdoor Kiosk,Bronx
627,LinkNYC - Citybridge,40.816751,-73.922955,Outdoor Kiosk,Bronx
628,LinkNYC - Citybridge,40.817446,-73.915574,Outdoor Kiosk,Bronx
629,LinkNYC - Citybridge,40.817235,-73.915829,Outdoor Kiosk,Bronx
630,LinkNYC - Citybridge,40.817141,-73.916208,Outdoor Kiosk,Bronx
631,LinkNYC - Citybridge,40.816679,-73.916483,Outdoor Kiosk,Bronx
632,LinkNYC - Citybridge,40.818676,-73.928165,Outdoor Kiosk,Bronx
633,LinkNYC - Citybridge,40.81856,-73.9143,Outdoor Kiosk,Bronx
634,LinkNYC - Citybridge,40.818461,-73.914684,Outdoor Kiosk,Bronx
635,LinkNYC - Citybridge,40.819568,-73.913388,Outdoor Kiosk,Bronx
636,LinkNYC - Citybridge,40.81886,-73.914242,Outdoor Kiosk,Bronx
637,LinkNYC - Citybridge,40.816692,-73.919637,Outdoor Kiosk,Bronx
638,LinkNYC - Citybridge,40.821437,-73.912327,Outdoor Kiosk,Bronx
639,LinkNYC - Citybridge,40.818886,-73.929213,Outdoor Kiosk,Bronx
640,LinkNYC - Citybridge,40.817512,-73.928886,Outdoor Kiosk,Bronx
641,LinkNYC - Citybridge,40.816752,-73.929243,Outdoor Kiosk,Bronx
642,LinkNYC - Citybridge,40.813595,-73.9304,Outdoor Kiosk,Bronx
643,LinkNYC - Citybridge,40.815039,-73.929885,Outdoor Kiosk,Bronx
644,LinkNYC - Citybridge,40.81431,-73.930217,Outdoor Kiosk,Bronx
645,LinkNYC - Citybridge,40.808544,-73.929074,Outdoor Kiosk,Bronx
646,LinkNYC - Citybridge,40.812253,-73.928665,Outdoor Kiosk,Bronx
647,LinkNYC - Citybridge,40.827655,-73.923906,Outdoor Kiosk,Bronx
648,LinkNYC - Citybridge,40.827825,-73.924833,Outdoor Kiosk,Bronx
649,LinkNYC - Citybridge,40.831467,-73.921747,Outdoor Kiosk,Bronx
650,LinkNYC - Citybridge,40.840248,-73.918194,Outdoor Kiosk,Bronx
651,LinkNYC - Citybridge,40.818942,-73.92837,Outdoor Kiosk,Bronx
652,LinkNYC - Citybridge,40.839445,-73.915848,Outdoor Kiosk,Bronx
653,LinkNYC - Citybridge,40.827356,-73.925223,Outdoor Kiosk,Bronx
654,LinkNYC - Citybridge,40.827552,-73.925903,Outdoor Kiosk,Bronx
655,LinkNYC - Citybridge,40.819886,-73.926847,Outdoor Kiosk,Bronx
656,LinkNYC - Citybridge,40.831543,-73.922645,Outdoor Kiosk,Bronx
657,LinkNYC - Citybridge,40.843881,-73.91293,Outdoor Kiosk,Bronx
658,LinkNYC - Citybridge,40.835133,-73.919797,Outdoor Kiosk,Bronx
659,LinkNYC - Citybridge,40.857756,-73.901091,Outdoor Kiosk,Bronx
660,LinkNYC - Citybridge,40.853764,-73.907899,Outdoor Kiosk,Bronx
661,LinkNYC - Citybridge,40.850548,-73.900954,Outdoor Kiosk,Bronx
662,LinkNYC - Citybridge,40.853028,-73.905076,Outdoor Kiosk,Bronx
663,LinkNYC - Citybridge,40.854346,-73.910218,Outdoor Kiosk,Bronx
664,LinkNYC - Citybridge,40.860215,-73.893059,Outdoor Kiosk,Bronx
665,LinkNYC - Citybridge,40.854764,-73.911439,Outdoor Kiosk,Bronx
666,LinkNYC - Citybridge,40.862152,-73.898396,Outdoor Kiosk,Bronx
667,LinkNYC - Citybridge,40.862086,-73.899521,Outdoor Kiosk,Bronx
668,LinkNYC - Citybridge,40.862313,-73.900314,Outdoor Kiosk,Bronx
669,LinkNYC - Citybridge,40.861349,-73.898023,Outdoor Kiosk,Bronx
670,LinkNYC - Citybridge,40.861655,-73.898581,Outdoor Kiosk,Bronx
671,LinkNYC - Citybridge,40.853043,-73.905552,Outdoor Kiosk,Bronx
672,LinkNYC - Citybridge,40.853157,-73.905403,Outdoor Kiosk,Bronx
673,LinkNYC - Citybridge,40.851878,-73.908976,Outdoor Kiosk,Bronx
674,LinkNYC - Citybridge,40.86063,-73.902369,Outdoor Kiosk,Bronx
675,LinkNYC - Citybridge,40.853842,-73.909388,Outdoor Kiosk,Bronx
676,LinkNYC - Citybridge,40.85393,-73.907502,Outdoor Kiosk,Bronx
677,LinkNYC - Citybridge,40.859154,-73.898553,Outdoor Kiosk,Bronx
678,LinkNYC - Citybridge,40.849486,-73.910931,Outdoor Kiosk,Bronx
679,LinkNYC - Citybridge,40.861174,-73.896444,Outdoor Kiosk,Bronx
680,LinkNYC - Citybridge,40.860027,-73.893343,Outdoor Kiosk,Bronx
681,LinkNYC - Citybridge,40.853881,-73.908662,Outdoor Kiosk,Bronx
682,LinkNYC - Citybridge,40.84873,-73.91147,Outdoor Kiosk,Bronx
683,LinkNYC - Citybridge,40.846169,-73.901951,Outdoor Kiosk,Bronx
684,LinkNYC - Citybridge,40.84833,-73.9099,Outdoor Kiosk,Bronx
685,LinkNYC - Citybridge,40.846646,-73.901392,Outdoor Kiosk,Bronx
686,LinkNYC - Citybridge,40.847574,-73.900766,Outdoor Kiosk,Bronx
687,LinkNYC - Citybridge,40.849093,-73.900031,Outdoor Kiosk,Bronx
688,LinkNYC - Citybridge,40.863114,-73.904575,Outdoor Kiosk,Bronx
689,LinkNYC - Citybridge,40.862644,-73.903244,Outdoor Kiosk,Bronx
690,LinkNYC - Citybridge,40.867329,-73.897193,Outdoor Kiosk,Bronx
691,LinkNYC - Citybridge,40.867371,-73.897645,Outdoor Kiosk,Bronx
